Item_ID,Item_Name,Category,Cost_Price_NGN,Wholesale_Price_NGN,Retail_Price_NGN,Stock_Quantity
ITEM01119,Ankara Fabric,Fashion,14665.72,16152.3,17796.23,838
ITEM01120,Power Bank,Electronics,15380.34,17951.79,22289.65,822
ITEM01121,Rice 50kg,Food,84996.56,101344.08,123864.06,204
ITEM01122,Beans 50kg,Food,65327.73,75265.78,91110.0,747
ITEM01123,Vegetable Oil 5L,Food,24139.23,26638.5,33489.0,995
ITEM01124,Vegetable Oil 5L,Food,26966.02,31322.25,40671.78,17
ITEM01125,Table Fan,Household,28364.39,31801.3,35279.64,869
ITEM01126,Table Fan,Household,27491.29,29853.19,36507.65,867
ITEM01127,Table Fan,Household,30119.82,33622.17,41804.31,842
ITEM01128,School Bag,Electronics,11043.18,13126.7,15242.57,402
ITEM01129,Bluetooth Speaker,Electronics,17727.92,20020.79,25598.03,206
ITEM01130,Sneakers,Fashion,19952.47,23618.93,28139.56,734
ITEM01131,Yam Tubers,Food,22047.92,25157.53,28500.86,626
ITEM01132,Sneakers,Fashion,25069.94,28630.81,36386.36,729
ITEM01133,Plastic Chair,Fashion,11326.23,12239.42,15771.54,263
ITEM01134,Ankara Fabric,Fashion,15107.93,17471.6,19566.5,185
ITEM01135,School Bag,Electronics,10780.42,11782.32,14731.86,902
ITEM01136,Rice 50kg,Food,71220.57,81009.83,92594.46,520
ITEM01137,Ankara Fabric,Fashion,16997.89,18888.7,20802.97,852
ITEM01138,Yam Tubers,Food,22874.84,25781.91,29703.93,926
ITEM01139,Ankara Fabric,Fashion,16916.14,19359.66,24605.78,464
ITEM01140,Bluetooth Speaker,Electronics,17175.33,18579.17,20961.7,270
ITEM01141,Table Fan,Household,25190.23,28065.7,31605.73,896
ITEM01142,Tomato Basket,Food,16322.2,19566.29,24415.0,717
ITEM01143,LED Bulb,Household,2736.88,2974.68,3513.9,669
ITEM01144,Table Fan,Household,24379.33,27264.07,30800.14,958
ITEM01145,Tomato Basket,Food,16445.29,18395.22,21080.92,253
ITEM01146,Power Bank,Electronics,14536.3,16360.99,20597.19,367
ITEM01147,Bluetooth Speaker,Electronics,16235.22,18868.15,23106.95,48
ITEM01148,Plastic Chair,Fashion,10634.8,11801.75,14777.98,393
ITEM01149,Sneakers,Fashion,20330.65,23080.01,25839.33,452
ITEM01150,Table Fan,Household,29909.35,34616.59,41249.85,458
ITEM01151,Yam Tubers,Food,23479.97,26266.54,33080.64,159
ITEM01152,Power Bank,Electronics,12326.28,14715.76,16969.61,810
ITEM01153,Phone Charger,Electronics,4525.32,5419.34,6144.66,494
ITEM01154,LED Bulb,Household,2277.36,2492.26,2931.78,444
ITEM01155,Tomato Basket,Food,17960.63,20138.51,23495.12,865
ITEM01156,Bluetooth Speaker,Electronics,14872.97,16433.99,18687.0,491
ITEM01157,Garri 25kg,Food,27824.33,30673.95,39593.6,893
ITEM01158,Table Fan,Household,26328.13,29985.57,35881.32,230
ITEM01159,Yam Tubers,Food,27846.0,31957.72,39040.04,852
ITEM01160,Tomato Basket,Food,16476.56,18636.28,20951.3,988
ITEM01161,Bluetooth Speaker,Electronics,15534.64,17285.5,21123.0,752
ITEM01162,Power Bank,Electronics,15153.8,16872.77,20434.01,893
ITEM01163,Table Fan,Household,30159.12,36162.45,46518.87,742
ITEM01164,Bluetooth Speaker,Electronics,17915.2,21334.16,25226.86,604
ITEM01165,Power Bank,Electronics,12448.92,13558.21,17034.71,766
ITEM01166,Beans 50kg,Food,68316.02,79163.65,91896.04,960
ITEM01167,Rice 50kg,Food,74896.04,84993.92,103334.59,608
ITEM01168,Yam Tubers,Food,22214.41,25827.76,33198.85,690
ITEM01169,Cooking Gas Cylinder,Household,33739.98,38856.16,47599.34,88
ITEM01170,LED Bulb,Household,2556.87,3034.26,3769.25,959
ITEM01171,School Bag,Electronics,10058.79,10944.35,13956.2,779
ITEM01172,School Bag,Electronics,10849.1,12172.16,15642.26,169
ITEM01173,Yam Tubers,Food,23471.91,28125.43,32109.54,296
ITEM01174,Palm Oil 25L,Food,56271.55,62004.18,70633.15,233
ITEM01175,Rice 50kg,Food,89150.57,97644.84,118159.55,326
ITEM01176,Tomato Basket,Food,21156.39,24699.6,32087.33,886
ITEM01177,Tomato Basket,Food,17985.59,21102.36,25281.27,469
ITEM01178,Palm Oil 25L,Food,60265.83,69948.91,81573.09,425
ITEM01179,Vegetable Oil 5L,Food,22869.49,26829.2,32394.97,781
ITEM01180,Rice 50kg,Food,71012.03,82604.5,91928.83,377
ITEM01181,School Bag,Electronics,11249.25,12332.47,14002.79,886
ITEM01182,LED Bulb,Household,2253.25,2597.97,2935.15,756
ITEM01183,Sneakers,Fashion,21509.7,25235.73,27900.19,264
ITEM01184,Phone Charger,Electronics,4781.35,5660.45,7044.11,634
ITEM01185,Phone Charger,Electronics,4345.64,4821.7,5617.73,487
ITEM01186,Tomato Basket,Food,16688.97,18279.29,20723.36,350
ITEM01187,Garri 25kg,Food,29586.52,34726.61,41756.97,907
ITEM01188,School Bag,Electronics,11924.7,13245.79,15427.22,403
ITEM01189,Bluetooth Speaker,Electronics,17587.19,19061.55,22466.01,125
ITEM01190,Rice 50kg,Food,79082.69,93240.52,108448.64,414
ITEM01191,Phone Charger,Electronics,4136.03,4718.05,5193.61,521
ITEM01192,Vegetable Oil 5L,Food,25237.01,28245.16,34958.07,135
ITEM01193,Garri 25kg,Food,27208.0,29421.95,33015.49,745
ITEM01194,Sneakers,Fashion,22280.79,24157.71,27632.28,237
ITEM01195,Power Bank,Electronics,14520.4,17063.14,19418.93,101
ITEM01196,School Bag,Electronics,10259.29,11682.92,13625.48,542
ITEM01197,Ankara Fabric,Fashion,14567.26,15994.37,18106.26,169
ITEM01198,Cooking Gas Cylinder,Household,30247.53,33968.61,39722.56,784
ITEM01199,Plastic Chair,Fashion,9431.77,10373.4,11915.44,77
ITEM01200,School Bag,Electronics,10279.58,11241.2,12502.94,424
ITEM01201,Table Fan,Household,30105.1,33511.7,42697.68,61
ITEM01202,Power Bank,Electronics,12463.45,14282.38,16583.51,389
ITEM01203,Cooking Gas Cylinder,Household,35777.58,39541.41,44249.07,933
ITEM01204,Ankara Fabric,Fashion,16357.02,18340.16,22087.15,654
ITEM01205,Sneakers,Fashion,19101.48,21725.1,24433.24,539
ITEM01206,LED Bulb,Household,2239.83,2531.91,3176.58,165
ITEM01207,Power Bank,Electronics,12816.67,14039.83,15616.73,319
ITEM01208,Ankara Fabric,Fashion,16290.93,17670.19,21079.25,386
ITEM01209,Vegetable Oil 5L,Food,24051.91,26078.4,33608.94,582
ITEM01210,Cooking Gas Cylinder,Household,37459.05,42029.86,47569.13,216
ITEM01211,School Bag,Electronics,11657.93,13596.14,15503.32,999
ITEM01212,Plastic Chair,Fashion,11852.63,12987.53,15845.99,655
ITEM01213,Phone Charger,Electronics,5508.84,6469.78,8384.65,318
ITEM01214,Table Fan,Household,29060.32,33880.88,39883.46,121
ITEM01215,Beans 50kg,Food,77395.76,83624.05,102834.92,599
ITEM01216,Beans 50kg,Food,76979.69,83385.15,94263.87,453
ITEM01217,Power Bank,Electronics,14432.58,15924.96,19560.3,677
ITEM01218,Ankara Fabric,Fashion,16903.38,18369.48,21134.69,600
ITEM01219,Plastic Chair,Fashion,12434.45,14222.05,17388.69,643
ITEM01220,Phone Charger,Electronics,4764.3,5168.1,5776.55,835
ITEM01221,Sneakers,Fashion,22912.69,26952.6,32477.72,529
ITEM01222,Bluetooth Speaker,Electronics,17076.19,19452.44,22321.3,727
ITEM01223,Cooking Gas Cylinder,Household,38685.89,45160.15,55833.37,365
ITEM01224,Sneakers,Fashion,21546.97,25211.78,31502.97,943
ITEM01225,Phone Charger,Electronics,5260.41,6001.13,7619.21,413
ITEM01226,Cooking Gas Cylinder,Household,38143.22,45430.24,58990.22,683
ITEM01227,Beans 50kg,Food,79699.61,95546.19,113878.73,998
ITEM01228,Cooking Gas Cylinder,Household,32363.67,36347.82,44857.53,355
ITEM01229,Garri 25kg,Food,32949.46,36083.08,39824.34,110
ITEM01230,Vegetable Oil 5L,Food,26388.36,29649.66,37981.73,239
ITEM01231,Plastic Chair,Fashion,12439.72,13768.31,16840.69,251
ITEM01232,Ankara Fabric,Fashion,17392.1,19891.7,23557.12,66
ITEM01233,Cooking Gas Cylinder,Household,35772.02,40258.07,47780.79,548
ITEM01234,Ankara Fabric,Fashion,15868.06,18052.36,22594.32,284
ITEM01235,School Bag,Electronics,9451.97,11073.76,14027.06,106
ITEM01236,Tomato Basket,Food,21707.29,24157.66,30476.84,145
ITEM01237,Rice 50kg,Food,75973.43,86951.36,104525.7,280
ITEM01238,Garri 25kg,Food,33090.05,37068.11,43526.46,375
ITEM01239,Tomato Basket,Food,20686.03,24289.44,31311.71,974
ITEM01240,Rice 50kg,Food,80553.9,93180.27,114317.28,705
ITEM01241,Power Bank,Electronics,12330.33,13329.35,16111.59,717
ITEM01242,Plastic Chair,Fashion,9973.57,11561.42,14101.05,695
ITEM01243,Cooking Gas Cylinder,Household,38743.21,42633.78,52267.88,805
ITEM01244,Power Bank,Electronics,13543.56,15804.48,19638.88,324
ITEM01245,Table Fan,Household,23680.11,27186.68,32913.19,108
ITEM01246,Cooking Gas Cylinder,Household,37278.7,42057.01,53625.68,513
ITEM01247,Table Fan,Household,24976.39,29054.73,36955.95,11
ITEM01248,Phone Charger,Electronics,5342.01,6318.48,7509.21,224
ITEM01249,Tomato Basket,Food,17914.56,21021.83,23832.6,755
ITEM01250,Cooking Gas Cylinder,Household,31852.84,36485.7,44342.2,507
ITEM01251,Vegetable Oil 5L,Food,21448.71,25024.71,30633.95,693
ITEM01252,Yam Tubers,Food,25086.48,28339.44,34139.84,514
ITEM01253,Beans 50kg,Food,68965.49,81012.6,103543.46,547
ITEM01254,Plastic Chair,Fashion,11829.33,13952.53,15607.36,308
ITEM01255,Sneakers,Fashion,21766.38,23866.29,27624.85,226
ITEM01256,Beans 50kg,Food,66720.14,73963.52,94167.25,266
ITEM01257,Palm Oil 25L,Food,54781.29,60938.64,78481.81,800
ITEM01258,Bluetooth Speaker,Electronics,15868.55,17454.29,20686.56,979
ITEM01259,Bluetooth Speaker,Electronics,19182.02,21620.14,24615.15,91
ITEM01260,Plastic Chair,Fashion,9894.76,10915.54,12924.72,541
ITEM01261,Vegetable Oil 5L,Food,28088.1,32342.45,38527.41,475
ITEM01262,LED Bulb,Household,2370.19,2588.71,3116.58,566
ITEM01263,Phone Charger,Electronics,4207.28,4680.14,5404.96,240
ITEM01264,Plastic Chair,Fashion,10170.68,11796.59,13713.83,17
ITEM01265,Vegetable Oil 5L,Food,21254.35,23971.19,29511.35,211
ITEM01266,Rice 50kg,Food,89134.73,100773.55,123382.98,190
ITEM01267,Rice 50kg,Food,82308.8,96774.66,119267.07,61
ITEM01268,Yam Tubers,Food,23777.4,28488.69,33487.23,363
ITEM01269,Cooking Gas Cylinder,Household,36701.52,42126.3,49173.67,687
ITEM01270,Rice 50kg,Food,85213.9,92839.53,108650.82,966
ITEM01271,Yam Tubers,Food,28299.04,30912.41,39884.28,660
ITEM01272,Beans 50kg,Food,79686.47,95322.56,112389.97,183
ITEM01273,LED Bulb,Household,2635.51,3061.17,3738.38,368
ITEM01274,Sneakers,Fashion,24097.59,28201.31,33970.42,310
ITEM01275,Ankara Fabric,Fashion,16859.78,19575.75,24963.86,220
ITEM01276,Ankara Fabric,Fashion,15459.56,17029.54,19989.68,990
ITEM01277,Sneakers,Fashion,23349.42,26473.66,31419.7,659
ITEM01278,Plastic Chair,Fashion,9608.25,11297.09,14331.03,486
ITEM01279,Rice 50kg,Food,88347.32,104600.01,118427.24,442
ITEM01280,Table Fan,Household,30740.85,34075.62,41533.38,325
ITEM01281,Ankara Fabric,Fashion,13570.13,15626.22,18438.65,422
ITEM01282,Ankara Fabric,Fashion,17062.94,18749.65,24321.26,638
ITEM01283,Yam Tubers,Food,28247.35,33755.39,42001.05,928
ITEM01284,Plastic Chair,Fashion,10096.42,11209.7,12354.34,501
ITEM01285,Yam Tubers,Food,25186.08,29397.1,37272.43,193
ITEM01286,Rice 50kg,Food,92525.31,102493.39,127156.99,957
ITEM01287,LED Bulb,Household,2845.17,3283.12,3979.77,321
ITEM01288,Palm Oil 25L,Food,52413.52,60753.12,69697.54,92
ITEM01289,Beans 50kg,Food,66829.09,74809.24,84524.22,548
ITEM01290,School Bag,Electronics,11124.16,13107.15,16065.17,792
ITEM01291,Palm Oil 25L,Food,54071.59,64142.12,76200.07,265
ITEM01292,Table Fan,Household,25580.64,30251.88,38490.2,286
ITEM01293,Phone Charger,Electronics,4113.54,4605.91,5308.2,296
ITEM01294,Rice 50kg,Food,73476.63,85917.76,105464.39,808
ITEM01295,Cooking Gas Cylinder,Household,35654.46,40900.62,47026.25,957
ITEM01296,Power Bank,Electronics,14120.01,16253.77,19947.65,849
ITEM01297,Vegetable Oil 5L,Food,25594.5,29108.4,32300.68,233
ITEM01298,Sneakers,Fashion,23837.18,27461.18,32358.64,850
ITEM01299,Bluetooth Speaker,Electronics,16567.94,18163.07,20606.68,316
ITEM01300,Rice 50kg,Food,76427.87,86291.78,105378.38,868
ITEM01301,Ankara Fabric,Fashion,13247.45,14589.69,16972.85,991
ITEM01302,Yam Tubers,Food,22799.72,25390.06,31846.92,720
ITEM01303,Sneakers,Fashion,20761.76,22741.14,25536.45,955
ITEM01304,LED Bulb,Household,2258.66,2496.94,3024.4,150
ITEM01305,School Bag,Electronics,8988.46,10550.93,12858.8,658
ITEM01306,Sneakers,Fashion,19739.15,22620.68,24982.75,61
ITEM01307,Vegetable Oil 5L,Food,25720.83,27851.47,30837.07,655
ITEM01308,Vegetable Oil 5L,Food,25452.45,29897.03,34729.83,347
ITEM01309,Phone Charger,Electronics,5427.38,6453.9,7885.47,970
ITEM01310,Table Fan,Household,29415.16,34876.13,45078.31,500
ITEM01311,Power Bank,Electronics,13774.41,16236.75,18155.24,764
ITEM01312,Tomato Basket,Food,16934.07,20305.07,25191.13,309
ITEM01313,Plastic Chair,Fashion,11211.44,12897.28,15973.84,84
ITEM01314,Table Fan,Household,23448.92,28033.43,34590.31,744
ITEM01315,LED Bulb,Household,2448.16,2922.77,3516.76,229
ITEM01316,Tomato Basket,Food,18374.47,20535.1,26559.39,725
ITEM01317,Ankara Fabric,Fashion,15164.33,17948.69,21544.8,470
ITEM01318,School Bag,Electronics,9806.45,11523.53,14607.91,972
ITEM01319,Phone Charger,Electronics,5067.6,5944.78,6851.38,359
ITEM01320,Yam Tubers,Food,27557.08,32725.52,41275.44,406
ITEM01321,Beans 50kg,Food,75638.86,85177.13,110671.42,743
ITEM01322,Vegetable Oil 5L,Food,25438.98,28695.33,36787.91,787
ITEM01323,Bluetooth Speaker,Electronics,17195.56,19891.93,23090.84,134
ITEM01324,LED Bulb,Household,2148.31,2510.38,3186.26,743
ITEM01325,Table Fan,Household,28805.77,34151.21,38216.96,496
ITEM01326,Palm Oil 25L,Food,59796.2,70864.56,87556.11,988
ITEM01327,Sneakers,Fashion,20486.89,23899.2,27924.53,634
ITEM01328,Beans 50kg,Food,66384.68,79318.22,97698.95,775
ITEM01329,Sneakers,Fashion,24875.0,27398.21,32397.01,350
ITEM01330,Tomato Basket,Food,19708.86,23533.19,25929.02,290
ITEM01331,Phone Charger,Electronics,4765.31,5183.25,5941.32,787
ITEM01332,Ankara Fabric,Fashion,16062.29,18418.22,20416.17,25
ITEM01333,Phone Charger,Electronics,4675.79,5100.46,6046.36,584
ITEM01334,Plastic Chair,Fashion,10901.6,12516.78,15871.46,968
ITEM01335,Bluetooth Speaker,Electronics,15930.58,17950.78,22395.39,991
ITEM01336,Cooking Gas Cylinder,Household,34368.46,37454.51,47109.63,718
ITEM01337,School Bag,Electronics,11084.62,12833.48,16188.66,502
ITEM01338,Tomato Basket,Food,16377.67,19124.92,22460.08,814
ITEM01339,Plastic Chair,Fashion,11973.59,13181.75,15833.99,24
ITEM01340,Yam Tubers,Food,23372.35,27189.81,32673.73,795
ITEM01341,Bluetooth Speaker,Electronics,17931.05,19750.8,22173.07,198
ITEM01342,Garri 25kg,Food,32327.35,35446.53,43231.6,738
ITEM01343,Garri 25kg,Food,32419.44,35586.29,44270.62,354
ITEM01344,Bluetooth Speaker,Electronics,17551.46,20217.34,24709.5,753
ITEM01345,Palm Oil 25L,Food,67126.1,78769.45,98398.26,607
ITEM01346,Cooking Gas Cylinder,Household,35087.61,40407.85,45409.47,930
ITEM01347,Table Fan,Household,28881.78,33997.39,42574.31,789
ITEM01348,Sneakers,Fashion,23355.97,26882.19,30689.46,914
ITEM01349,Ankara Fabric,Fashion,14273.64,16781.22,21402.18,159
ITEM01350,School Bag,Electronics,9817.41,11753.24,13504.31,385
ITEM01351,Beans 50kg,Food,68404.36,77085.91,92379.64,443
ITEM01352,Yam Tubers,Food,23332.73,25619.18,30677.77,40
ITEM01353,Power Bank,Electronics,12960.31,14207.71,16392.43,32
ITEM01354,LED Bulb,Household,2418.22,2785.06,3265.04,48
ITEM01355,Palm Oil 25L,Food,60838.4,69699.66,79256.83,769
ITEM01356,Power Bank,Electronics,12365.55,13628.18,16544.88,452
ITEM01357,Tomato Basket,Food,20734.46,24588.02,31536.73,754
ITEM01358,Garri 25kg,Food,30419.09,36345.02,42280.95,836
ITEM01359,Beans 50kg,Food,74331.13,82536.23,99176.57,45
ITEM01360,Yam Tubers,Food,21860.82,24152.4,30730.94,849
ITEM01361,Beans 50kg,Food,69369.27,76699.57,91310.82,233
ITEM01362,Beans 50kg,Food,60092.61,67693.76,85717.36,410
ITEM01363,Tomato Basket,Food,20002.69,23650.92,28127.52,963
ITEM01364,Palm Oil 25L,Food,56233.67,64753.93,76930.81,308
ITEM01365,Bluetooth Speaker,Electronics,19291.19,20990.87,23750.07,940
ITEM01366,Rice 50kg,Food,77673.46,88295.88,99332.49,511
ITEM01367,Tomato Basket,Food,19363.69,21122.69,25818.25,23
ITEM01368,Phone Charger,Electronics,4450.64,5023.64,6357.25,834
ITEM01369,Cooking Gas Cylinder,Household,36261.18,40917.93,46117.84,53
ITEM01370,School Bag,Electronics,10396.18,12036.73,15431.31,640
ITEM01371,Table Fan,Household,25952.09,29739.39,34847.91,463
ITEM01372,Tomato Basket,Food,17311.03,20513.06,24309.03,148
ITEM01373,Phone Charger,Electronics,4240.59,4588.12,5867.7,519
ITEM01374,Phone Charger,Electronics,4252.63,4987.82,6380.71,368
ITEM01375,LED Bulb,Household,2874.28,3112.04,3749.92,107
ITEM01376,Cooking Gas Cylinder,Household,34079.26,38050.0,43961.18,559
ITEM01377,Cooking Gas Cylinder,Household,29770.26,35294.42,40037.56,53
ITEM01378,Ankara Fabric,Fashion,17606.12,20473.27,23632.62,542
ITEM01379,Power Bank,Electronics,11555.92,12718.9,15976.54,233
ITEM01380,Bluetooth Speaker,Electronics,16584.79,18888.32,22003.35,832
ITEM01381,Cooking Gas Cylinder,Household,37283.51,43496.01,53887.74,950
ITEM01382,Vegetable Oil 5L,Food,27547.3,32849.64,37417.06,932
ITEM01383,Tomato Basket,Food,20213.45,23369.15,27942.51,938
ITEM01384,LED Bulb,Household,2472.72,2677.86,3134.22,109
ITEM01385,Yam Tubers,Food,28558.32,32555.46,39090.07,514
ITEM01386,Palm Oil 25L,Food,50845.95,55846.93,67797.56,232
ITEM01387,Bluetooth Speaker,Electronics,19483.15,21153.51,27461.21,105
ITEM01388,Tomato Basket,Food,20991.53,24178.49,30947.96,398
ITEM01389,LED Bulb,Household,2821.7,3310.5,4102.29,435
ITEM01390,LED Bulb,Household,2316.08,2511.39,2839.75,303
ITEM01391,Tomato Basket,Food,16962.01,19913.92,25565.61,123
ITEM01392,Bluetooth Speaker,Electronics,17832.91,20771.17,26556.3,414
ITEM01393,Cooking Gas Cylinder,Household,35166.52,41153.22,52566.68,163
ITEM01394,Ankara Fabric,Fashion,15607.73,17314.71,20704.99,50
ITEM01395,Palm Oil 25L,Food,66515.76,74978.66,85036.39,456
ITEM01396,School Bag,Electronics,10878.25,11904.84,14891.53,75
ITEM01397,School Bag,Electronics,9904.85,10981.18,12932.57,966
ITEM01398,Sneakers,Fashion,21340.44,23823.07,27847.12,839
ITEM01399,Rice 50kg,Food,72984.0,81620.37,96161.56,926
ITEM01400,Tomato Basket,Food,17246.19,18988.14,23010.09,111
ITEM01401,Table Fan,Household,24111.14,26586.03,31018.02,470
ITEM01402,Vegetable Oil 5L,Food,26780.64,31820.13,39392.81,825
ITEM01403,Tomato Basket,Food,20167.78,23678.33,29113.56,579
ITEM01404,Tomato Basket,Food,19172.97,21499.36,25837.34,313
ITEM01405,Palm Oil 25L,Food,56776.31,67774.86,75283.95,833
ITEM01406,Garri 25kg,Food,32567.0,36106.08,46479.66,316
ITEM01407,Tomato Basket,Food,20783.56,23460.87,27738.7,974
ITEM01408,Table Fan,Household,30087.99,35432.31,42160.57,109
ITEM01409,Rice 50kg,Food,83156.6,94228.6,112245.72,708
ITEM01410,Vegetable Oil 5L,Food,26851.16,29755.24,34903.07,23
ITEM01411,Beans 50kg,Food,70237.43,78962.62,97512.32,915
ITEM01412,Bluetooth Speaker,Electronics,16870.1,19233.38,21210.25,361
ITEM01413,Vegetable Oil 5L,Food,27185.92,31385.53,40007.19,30
ITEM01414,Plastic Chair,Fashion,10625.03,11992.19,13437.1,837
ITEM01415,Bluetooth Speaker,Electronics,16469.15,18639.07,24229.73,967
ITEM01416,Plastic Chair,Fashion,10356.21,11512.72,14110.18,920
ITEM01417,School Bag,Electronics,10558.91,12081.95,13450.22,490
ITEM01418,Phone Charger,Electronics,4864.58,5381.86,6525.44,70
ITEM01419,Table Fan,Household,28299.74,33509.81,39081.2,235
ITEM01420,Power Bank,Electronics,13218.53,15461.51,19954.76,40
ITEM01421,Cooking Gas Cylinder,Household,32037.29,36177.58,45261.56,53
ITEM01422,Cooking Gas Cylinder,Household,38851.84,45443.73,54596.23,167
ITEM01423,School Bag,Electronics,10014.9,10824.5,12837.38,567
ITEM01424,Sneakers,Fashion,24791.43,27799.59,36116.49,768
ITEM01425,Vegetable Oil 5L,Food,22349.05,25317.81,31228.93,588
ITEM01426,Plastic Chair,Fashion,11198.19,12725.35,15305.87,212
ITEM01427,Sneakers,Fashion,22241.66,26019.36,30692.14,605
ITEM01428,LED Bulb,Household,2746.49,3283.53,3825.03,238
ITEM01429,Vegetable Oil 5L,Food,21845.56,24589.35,30517.45,466
ITEM01430,Plastic Chair,Fashion,12352.79,13860.72,16876.5,890
ITEM01431,Phone Charger,Electronics,4845.26,5587.85,7094.54,143
ITEM01432,Palm Oil 25L,Food,60524.14,67408.78,81612.63,876
ITEM01433,Garri 25kg,Food,31094.55,34109.54,41493.1,278
ITEM01434,Bluetooth Speaker,Electronics,14633.73,17492.94,20912.3,673
ITEM01435,Tomato Basket,Food,18983.42,22346.21,27989.17,268
ITEM01436,Beans 50kg,Food,65034.54,77717.58,91939.77,172
ITEM01437,Phone Charger,Electronics,4573.47,5058.9,6426.76,455
ITEM01438,Sneakers,Fashion,22984.07,24871.92,28985.95,387
ITEM01439,Tomato Basket,Food,18986.87,21502.09,26630.88,512
ITEM01440,Cooking Gas Cylinder,Household,30728.79,36629.74,46834.57,243
ITEM01441,Plastic Chair,Fashion,9591.04,10517.52,13187.02,978
ITEM01442,Power Bank,Electronics,12226.91,13377.0,15631.32,675
ITEM01443,LED Bulb,Household,2268.16,2468.38,3063.93,842
ITEM01444,Phone Charger,Electronics,4955.95,5807.4,6628.54,782
ITEM01445,Garri 25kg,Food,28003.67,32885.03,36556.08,726
ITEM01446,Rice 50kg,Food,91390.3,106327.6,133789.5,150
ITEM01447,LED Bulb,Household,2282.32,2479.5,3128.14,592
ITEM01448,Cooking Gas Cylinder,Household,30706.88,35828.62,39575.8,898
ITEM01449,Ankara Fabric,Fashion,17247.22,19555.51,25217.98,105
ITEM01450,Beans 50kg,Food,65701.88,72202.9,85862.25,468
ITEM01451,Vegetable Oil 5L,Food,23951.86,26716.26,34224.99,192
ITEM01452,Rice 50kg,Food,93292.05,106365.77,133769.31,797
ITEM01453,Rice 50kg,Food,92931.48,104042.2,133187.62,932
ITEM01454,Vegetable Oil 5L,Food,26079.64,31200.9,39521.4,61
ITEM01455,Bluetooth Speaker,Electronics,14801.59,16828.95,21790.11,803
ITEM01456,Beans 50kg,Food,71960.14,80930.55,99206.31,366
ITEM01457,Cooking Gas Cylinder,Household,40135.32,46588.27,53364.61,964
ITEM01458,Phone Charger,Electronics,5443.56,6304.0,7425.56,24
ITEM01459,Vegetable Oil 5L,Food,21604.12,23338.77,29182.24,199
ITEM01460,Power Bank,Electronics,13078.67,15095.62,17079.09,721
ITEM01461,Plastic Chair,Fashion,10391.27,11526.54,14822.77,780
ITEM01462,Tomato Basket,Food,16889.45,19001.11,21681.32,88
ITEM01463,Rice 50kg,Food,86792.04,101092.06,128912.08,168
ITEM01464,Rice 50kg,Food,76436.67,87664.17,104911.64,344
ITEM01465,Table Fan,Household,25743.41,28941.74,36701.71,44
ITEM01466,Beans 50kg,Food,61397.54,67542.77,87242.24,783
ITEM01467,School Bag,Electronics,10493.6,11969.6,14177.15,672
ITEM01468,Yam Tubers,Food,22436.26,25091.01,31095.81,751
ITEM01469,Plastic Chair,Fashion,10775.9,12818.48,14681.57,474
ITEM01470,Beans 50kg,Food,62510.19,71519.25,90125.5,643
ITEM01471,LED Bulb,Household,2840.39,3362.78,4250.5,577
ITEM01472,Sneakers,Fashion,19656.88,22149.8,25672.71,697
ITEM01473,Phone Charger,Electronics,4831.52,5697.77,6295.06,456
ITEM01474,Palm Oil 25L,Food,53636.54,58291.36,69147.6,654
ITEM01475,Cooking Gas Cylinder,Household,30551.8,34088.91,38656.83,648
ITEM01476,Tomato Basket,Food,17303.16,18849.73,23820.6,644
ITEM01477,Power Bank,Electronics,11696.84,12677.01,14606.69,873
ITEM01478,Yam Tubers,Food,22295.48,26537.5,34199.89,356
ITEM01479,Palm Oil 25L,Food,58884.67,68660.95,88872.11,880
ITEM01480,Phone Charger,Electronics,5018.61,5796.57,7429.85,37
ITEM01481,Garri 25kg,Food,27162.26,31070.89,37904.09,491
ITEM01482,Rice 50kg,Food,80549.06,92498.23,106695.37,447
ITEM01483,Vegetable Oil 5L,Food,25097.17,29028.46,36618.0,869
ITEM01484,Beans 50kg,Food,64418.74,75961.91,94217.0,55
ITEM01485,Phone Charger,Electronics,4615.79,5315.67,6886.1,224
ITEM01486,Table Fan,Household,23531.86,27528.27,32358.12,474
ITEM01487,Garri 25kg,Food,28397.22,31626.48,35160.85,817
ITEM01488,Rice 50kg,Food,81182.12,97192.16,126318.44,469
ITEM01489,Beans 50kg,Food,80299.29,87030.59,110324.56,642
ITEM01490,Power Bank,Electronics,15509.87,17470.15,19991.06,186
ITEM01491,Vegetable Oil 5L,Food,28025.22,33233.59,41380.0,943
ITEM01492,Power Bank,Electronics,13188.5,14529.28,15984.21,786
ITEM01493,Rice 50kg,Food,71684.74,78635.33,95271.56,52
ITEM01494,Tomato Basket,Food,17994.37,20223.0,23712.84,707
ITEM01495,Yam Tubers,Food,23032.86,26058.99,30652.32,138
ITEM01496,Phone Charger,Electronics,4100.34,4887.64,5615.43,563
ITEM01497,Bluetooth Speaker,Electronics,14935.69,17629.11,20361.08,711
ITEM01498,Plastic Chair,Fashion,10845.53,12317.17,14668.94,926
ITEM01499,Phone Charger,Electronics,4569.11,5468.12,6286.31,79
ITEM01500,Table Fan,Household,24410.87,28245.16,33704.61,294
ITEM01501,Bluetooth Speaker,Electronics,18102.11,21448.09,26069.5,693
ITEM01502,Vegetable Oil 5L,Food,23449.8,26018.18,32320.37,269
ITEM01503,Palm Oil 25L,Food,65228.06,74273.61,91759.78,715
